artigos|macrotemas|nomes_normas
. A etiqueta da unidade de doação autóloga deverá conter, além das informações exigidas para os hemocomponentes alogênicos, no mínimo, as seguintes informações:|sangue, tecidos, células e órgãos|RDC 34_2014
. No caso de hemocomponentes rejuvenescidos, as etiquetas das bolsas devem informar o uso de soluções utilizadas e respectiva data de validade.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia deve garantir infraestrutura adequada à conservação das unidades de hemocomponentes, de acordo com a temperatura e prazo de validade, desde a sua obtenção até a transfusão, ou o envio do plasma excedente para fracionamento industrial, cumprindo o estabelecido nesta Resolução e nas determinações do Ministério da Saúde.|sangue, tecidos, células e órgãos|RDC 34_2014
. As bolsas de hemocomponentes liberadas e não liberadas devem ser armazenadas de forma segregada, em áreas e/ou equipamentos distintos, devidamente identificados para evitar a utilização inadvertida de produtos não liberados.|sangue, tecidos, células e órgãos|RDC 34_2014
. As câmaras de refrigeração e de congelamento para conservação de sangue, hemocomponentes e hemoderivados (equipamentos da cadeia de frio) devem ser apropriadas para esta finalidade e de uso exclusivo.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia deve ter mecanismos para registro, monitoramento e controle da temperatura dos equipamentos da cadeia de frio, utilizando termômetro de máxima e mínima com registro manual ou, preferencialmente, utilizando dispositivo de registro contínuo.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia deve ter plano de contingência escrito e disponível para casos de interrupção de fornecimento de energia e eventuais problemas na cadeia de frio.|sangue, tecidos, células e órgãos|RDC 34_2014
. A área destinada à distribuição deve ser de fácil acesso, de modo a proporcionar um fluxo de transporte de hemocomponentes de maneira segura e organizada.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia que distribua hemocomponentes para estoque em outros serviços deve estabelecer, em contrato ou documento similar, os requisitos necessários para o fornecimento, incluindo o compartilhamento de responsabilidades relacionadas aos procedimentos de transporte, conservação, armazenamento, uso de hemocomponentes e descarte dos resíduos, dentre outros.|sangue, tecidos, células e órgãos|RDC 34_2014
. A solicitação por escrito para fornecimento de hemocomponentes deve conter nome legível, assinatura e número de inscrição no Conselho Regional de Medicina do médico responsável pelo serviço de hemoterapia solicitante.|sangue, tecidos, células e órgãos|RDC 34_2014
. O envio de hemocomponentes para serviços de saúde que não disponham de serviço de hemoterapia deve ser liberado mediante a realização das provas pré-transfusionais pelo serviço de hemoterapia que o assiste, de acordo com os requisitos definidos na Seção XII, no que couber.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço que forneça hemocomponentes somente deverá reintegrar ao seu estoque produtos devolvidos quando as condições de transporte e armazenamento forem conhecidas e a integridade e qualidade do produto forem garantidas, de acordo com as determinações do Ministério da Saúde.|sangue, tecidos, células e órgãos|RDC 34_2014
. O envio de plasma excedente para produção de hemoderivados deve ser realizado mediante a concessão de autorização emitida pelos órgãos que compõem o Sistema Nacional de Sangue, Componentes e Derivados (Sinasan), segundo os critérios definidos pelo Ministério da Saúde.|sangue, tecidos, células e órgãos|RDC 34_2014
. O envio de bolsas de sangue e hemocomponentes para finalidades não terapêuticas tais como pesquisa, produção de reagentes e painéis de controle de qualidade, entre outros, devem estar de acordo com as diretrizes e autorização do Ministério da Saúde, sem prejuízo do disposto em normas específicas para o transporte de material biológico.|sangue, tecidos, células e órgãos|RDC 34_2014
. Toda transfusão deve ser solicitada por um médico e realizada por profissional de saúde habilitado e capacitado, sob supervisão médica.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia deve realizar testes imuno-hematológicos pré-transfusionais segundo os critérios estabelecidos pelo Ministério da Saúde.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os testes pré-transfusionais devem ser realizados em área especifica para esta finalidade, com monitoramento e controle da temperatura do ambiente (22 ± 2oC).|sangue, tecidos, células e órgãos|RDC 34_2014
. A coleta de amostras de receptores para os testes pré-transfusionais deve ser realizada por profissionais de saúde devidamente treinados para esta atividade, mediante a requisição de transfusão.|sangue, tecidos, células e órgãos|RDC 34_2014
. Os tubos com as amostras devem ser rotulados no momento da coleta com o nome completo do receptor sem abreviaturas, o número de identificação ou localização no serviço, data da coleta e identificação da pessoa que realizou a coleta da amostra.|sangue, tecidos, células e órgãos|RDC 34_2014
. As bolsas de sangue total e hemocomponentes destinados à transfusão devem ser armazenadas em equipamentos apropriados para a finalidade, de acordo com a temperatura de conservação requerida para cada hemocomponente, de forma ordenada e racional.|sangue, tecidos, células e órgãos|RDC 34_2014
. O laboratório que realiza testes pré-transfusionais deve seguir os mesmos critérios para o controle de qualidade dos reagentes e dos testes laboratoriais (CQI, AEQ e controle de qualidade dos lotes) aplicados aos laboratórios de triagem do doador.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço deve estabelecer procedimentos para resolução das discrepâncias na tipagem ABO, RhD e também com resultados anteriores.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia deve estabelecer protocolos para transfusões incompatíveis e transfusões de emergência de acordo com as determinações do Ministério da Saúde.|sangue, tecidos, células e órgãos|RDC 34_2014
. A etiqueta de liberação da bolsa (cartão de transfusão) de sangue para transfusão deve conter as seguintes informações:|sangue, tecidos, células e órgãos|RDC 34_2014
. O transporte de amostra de pacientes e de bolsas de hemocomponentes para transfusão deve ser realizado obedecendo às normas de biossegurança e demais legislações vigentes.|sangue, tecidos, células e órgãos|RDC 34_2014
. Nas transfusões ambulatoriais, devem ser cumpridas as mesmas exigências estabelecidas para as transfusões em pacientes internados, inclusive área específica no âmbito da instituição assistencial.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia deve estabelecer protocolos, de acordo com as determinações do Ministério da Saúde, para realização de:|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de hemoterapia deve manter ficha do receptor com os registros de todas as transfusões, contendo, no mínimo, as seguintes informações:|sangue, tecidos, células e órgãos|RDC 34_2014
. Antes do início da transfusão, é obrigatória a confirmação da identificação do receptor, do rótulo da bolsa, dos dados da etiqueta de liberação, validade do produto, realização de inspeção visual da bolsa e a verificação dos sinais vitais.|sangue, tecidos, células e órgãos|RDC 34_2014
. A transfusão deve ser monitorada durante todo o seu transcurso e o tempo máximo de infusão não deve ultrapassar 4 (quatro) horas, sendo obrigatório, no mínimo, o uso de dispositivo de filtro capaz de reter coágulos e agregados.|sangue, tecidos, células e órgãos|RDC 34_2014
. O serviço de saúde que realiza procedimento transfusional deve manter, no prontuário do receptor, os seguintes registros relativos à transfusão:|sangue, tecidos, células e órgãos|RDC 34_2014
. Todos os serviços de saúde que realizem procedimentos transfusionais e possuam serviço de hemoterapia devem constituir comitê transfusional do qual faça parte um representante do serviço de hemoterapia.|sangue, tecidos, células e órgãos|RDC 34_2014
. Todo evento adverso do ciclo do sangue, da doação à transfusão, deve ser investigado, registrado e ter ações corretivas e preventivas executadas pelo serviço onde ocorreu.|sangue, tecidos, células e órgãos|RDC 34_2014
