Assunto/Ementa|Macrotema atual|Tema Biblioteca|Status do Ato|Citadora
Dispõe sobre aditivos alimentares autorizados para uso segundo as Boas Práticas de Fabricação (BPF)|Alimentos|Requisitos sanitários para aditivos alimentares e coadjuvantes de tecnologia|Vigente com alterações|RDC 45/2010
Dispõe sobre limites máximos para aditivos excluídos da lista de “aditivos alimentares autorizados para uso segundo as Boas Práticas de Fabricação (BPF)”|Alimentos|Requisitos sanitários para aditivos alimentares e coadjuvantes de tecnologia|Vigente com alterações|RDC 46/2010
Dispõe sobre os procedimentos no âmbito da ANVISA para acompanhamento e procedimentos relacionados aos processos de registro e pós-registro no Brasil de medicamentos produzidos mediante parcerias público-público ou público-privado e transferência de tecnologia.|Medicamentos||Revogado|RDC 47/2010
DISPÕE SOBRE O FATOR DE CONVERSÃO PARA O CÁLCULO DO VALOR ENERGÉTICO DO ERITRITOL.|Alimentos|Rotulagem de alimentos|Vigente|RDC 48/2010
Fixa as alçadas decisórias e define as diretrizes para descentralização de decisões no âmbito da competência da Agência Nacional de Vigilância Sanitária – ANVISA, relativas à aquisição, alienação e locação de bens, e contratação de obras e serviços, decorrentes do processo licitação e dos processos de dispensa ou inexigibilidade de licitação.|Gestão interna|Diretrizes para descentralização em licitações|Revogado|IN 12/2010
Aprova a Farmacopeia Brasileira, 5ª edição e dá outras providências.|Farmacopeia|Compêndios da Farmacopeia Brasileira|Vigente com alterações|RDC 49/2010
DISPÕE SOBRE A REDE DE LABORATÓRIOS COLABORADORES DE FARMACÓPEIA BRASILEIRA.|Farmacopeia|Rede de laboratórios colaboradores de farmacopeia brasileira|Vigente|RDC 50/2010
DISPÕE SOBRE MIGRAÇÃO EM MATERIAIS, EMBALAGENS E EQUIPAMENTOS PLÁSTICOS DESTINADOS A ENTRAR EM CONTATO COM ALIMENTOS.|Alimentos|Materiais em contato com alimentos|Vigente|RDC 51/2010
DISPÕE SOBRE CORANTES EM EMBALAGENS E EQUIPAMENTOS PLÁSTICOS DESTINADOS A ESTAR EM CONTATO COM ALIMENTOS.|Alimentos|Materiais em contato com alimentos|Vigente|RDC 52/2010
Altera prazos fixados pela Resolução – RDC n° 65, de 23 de setembro de 2008.|Insumos Farmacêuticos|Boas Práticas de Fabricação de insumos farmacêuticos ativos|Revogado|RDC 53/2010
Dispõe sobre a inclusão, retificação e exclusão de Denominações Comuns Brasileiras - DCB na Lista de DCB.|Farmacopeia||Revogado|RDC 54/2010
DISPÕE SOBRE O REGISTRO DE PRODUTOS BIOLÓGICOS NOVOS E PRODUTOS BIOLÓGICOS E DÁ OUTRAS PROVIDÊNCIAS.|Medicamentos|Registro e pós-registro de produtos biológicos|Vigente com alterações|RDC 55/2010
DISPÕE SOBRE REGULAMENTO TÉCNICO PARA O FUNCIONAMENTO DOS LABORATÓRIOS DE PROCESSAMENTOS DE CÉLULAS PROGENITORAS HEMATOPOÉTICAS (CPH) PROVENIENTES DE MÉDULA ÓSSEA E SANGUE PERIFÉRICO E BANCOS DE SANGUE DE CORDÃO UMBILICAL E PLACENTÁRIO, PARA FINALIDADE DE TRANSPLANTE CONVENCIONAL E DÁ OUTRAS PROVIDÊNCIAS.|Sangue, Tecidos, Células e Órgãos||Revogado|RDC 56/2010
DETERMINA O REGULAMENTO SANITÁRIO PARA SERVIÇOS QUE DESENVOLVEM ATIVIDADES RELACIONADAS AO CICLO PRODUTIVO DO SANGUE HUMANO E COMPONENTES E PROCEDIMENTOS TRANSFUSIONAIS.|Sangue, Tecidos, Células e Órgãos||Revogado|RDC 57/2010
DISPÕE SOBRE O REGULAMENTO TÉCNICO PARA PROCEDIMENTO DE LIBERAÇÃO DE LOTES DE HEMODERIVADOS PARA CONSUMO NO BRASIL E EXPORTAÇÃO.|Sangue, Tecidos, Células e Órgãos|Importação e Exportação de Hemoderivados|Vigente com alterações|RDC 58/2010
DISPÕE SOBRE OS PROCEDIMENTOS E REQUISITOS TÉCNICOS PARA A NOTIFICAÇÃO E O REGISTRO DE PRODUTOS SANEANTES E DÁ OUTRAS PROVIDÊNCIAS.|Saneantes|Registro e notificação de produtos saneantes|Vigente|RDC 59/2010
ESTABELECE FRASES DE ALERTA PARA PRINCÍPIOS ATIVOS E EXCIPIENTES EM BULAS E ROTULAGEM DE MEDICAMENTOS.|Medicamentos||Revogado|RDC 60/2010
ALTERA O ANEXO DA RDC Nº 44, DE 26 DE OUTUBRO DE 2010, QUE DISPÕE SOBRE O CONTROLE DE MEDICAMENTOS À BASE DE SUBSTÂNCIAS CLASSIFICADAS COMO ANTIMICROBIANOS, DE USO SOB PRESCRIÇÃO MÉDICA, ISOLADAS OU EM ASSOCIAÇÃO, E DÁ OUTRAS PROVIDÊNCIAS.|Medicamentos||Revogado|RDC 61/2010
DISPÕE SOBRE AS EMBALAGENS E OS MATERIAIS DE PROPAGANDA E OS PONTOS DE VENDA DOS PRODUTOS FUMÍGENOS DERIVADOS DO TABACO.|Tabaco||Revogado|RDC 62/2010
Torna sem efeito a Resolução da Diretoria Colegiada – RDC n° 60 de 17 de dezembro de 2010.|Medicamentos|Bula e Rotulagem de Medicamentos|Vigente|RDC 63/2010
DISPÕE SOBRE SUBSTÂNCIAS QUÍMICAS DE REFERÊNCIA certificadas.|Farmacopeia|Substâncias Químicas de Referências (SQR)|Vigente|RDC 64/2010
Torna sem efeito a Resolução de Diretoria Colegiada – RDC Nº 62, de 22 de dezembro de 2010.|Tabaco|Embalagem de produtos fumígenos derivados do tabaco|Vigente|RDC 65/2010
REGULAMENTO TÉCNICO PARA O INGREDIENTE ATIVO METAMIDOFÓS EM DECORRÊNCIA DA REAVALIAÇÃO  TOXICOLÓGICA.|Agrotóxicos|Procedimentos para a reavaliação de ingredientes ativos de agrotóxicos e afins|Vigente|RDC 01/2011
DISPÕE SOBRE OS PROCEDIMENTOS NO ÂMBITO DA ANVISA PARA ACOMPANHAMENTO, INSTRUÇÃO E ANÁLISE DOS PROCESSOS DE REGISTRO E PÓS-REGISTRO NO BRASIL DE MEDICAMENTOS PRODUZIDOS MEDIANTE PARCERIAS PÚBLICO-PÚBLICO OU PÚBLICO-PRIVADO E TRANSFERÊNCIA DE TECNOLOGIA DE INTERESSE DO SISTEMA ÚNICO DE SAÚDE.|Medicamentos|Registro e pós-registro de medicamentos produzidos mediante parcerias de desenvolvimento produtivo de tecnologias estratégicas definidas pelo Ministério da Saúde|Vigente com alterações|RDC 02/2011
ESTABELECE OS REQUISITOS MÍNIMOS DE IDENTIDADE E QUALIDADE PARA SERINGAS HIPODÉRMICAS ESTÉREIS DE USO ÚNICO.|Produtos para a Saúde|Regularização de seringas hipodérmicas|Vigente com alterações|RDC 03/2011
ESTABELECE OS REQUISITOS MÍNIMOS DE IDENTIDADE E QUALIDADE PARA OS EQUIPOS DE USO ÚNICO DE TRANSFUSÃO, DE INFUSÃO GRAVITACIONAL E DE INFUSÃO PARA USO COM BOMBA DE INFUSÃO.|Produtos para a Saúde|Regularização de Equipos de uso único de transfusão, de infusão gravitacional e de infusão para uso com bomba de infusão|Vigente com alterações|RDC 04/2011
Estabelece os requisitos mínimos de identidade e qualidade para as agulhas hipodérmicas e agulhas gengivais.|Produtos para a Saúde|Regularização de agulhas hipodérmicas e gengivais|Vigente com alterações|RDC 05/2011
Altera a Resolução RDC n. 154, de 15 de junho de 2004, que estabelece o Regulamento Técnico para o funcionamento dos Serviços de Diálise, republicada em 31/05/2006|Serviços de Saúde||Revogado|RDC 06/2011
Dispõe sobre limites máximos tolerados (LMT) para micotoxinas em alimentos.|Alimentos|Contaminantes em alimentos|Vigente com alterações|RDC 07/2011
Prorroga o prazo de início da vigência da 5ª Edição da Farmacopéia Brasileira.|Farmacopeia|Compêndios da Farmacopeia Brasileira|Revogado|RDC 08/2011
Revoga a Instrução Normativa nº 11, de 29 de outubro de 2010|Medicamentos|Sistema Nacional de Controle de Medicamentos (SNCM)|Revogado|IN 01/2011
Dispõe sobre o funcionamento dos Centros de Tecnologia Celular para fins de pesquisa clínica e terapia e dá outras providências.|Sangue, Tecidos, Células e Órgãos|Centros de processamento celular|Revogado|RDC 09/2011
Dispõe sobre a garantia da qualidade de medicamentos importados e dá outras providências.|Medicamentos|Procedimentos para importação/exportação de medicamentos|Vigente com alterações|RDC 10/2011
Dispõe sobre o controle da substância Talidomida e do medicamento que a contenha.|Temas transversais|Controle da talidomida e medicamentos que a contenham|Vigente com alterações|RDC 11/2011
Dispõe sobre o mecanismo MERCOSUL de periodicidade da atualização das listas e intercâmbio de informação sobre substâncias entorpecentes, psicotrópicas, precursoras e outras sob controle especial.|Temas transversais|Controle e fiscalização nacionais de substâncias sob controle especial e plantas que podem originá-las|Vigente|RDC 12/2011
Dispõe sobre os critérios comuns do MERCOSUL para fatores de conversão para substâncias controladas nacionalmente pelos Estados Partes que não são objetos de controle internacional.|Temas transversais|Controle e fiscalização nacionais de substâncias sob controle especial e plantas que podem originá-las|Vigente|RDC 13/2011
Institui o regulamento técnico com os requisitos para agrupamento de materiais de uso em saúde para fins de registro e cadastro na ANVISA e adota etiquetas de rastreabilidade para produtos implantáveis.|Produtos para a Saúde|Regularização de materiais de uso em saúde|Vigente|RDC 14/2011
Dispõe sobre os critérios para importação no Brasil de produtos e matérias-primas alimentícios acabados, semilaborados ou a granel, originários ou provenientes do Japão, destinados ao consumo humano.|Alimentos||Revogado|RDC 15/2011
"Aprova o Regulamento Técnico MERCOSUL sobre “LISTA DE SUBSTÂNCIAS QUE OS PRODUTOS DE HIGIENE PESSOAL, COSMÉTICOS E PERFUMES NÃO DEVEM CONTER EXCETO NAS CONDIÇÕES E COM AS RESTRIÇÕES ESTABELECIDAS"" e dá outras providências."|Cosméticos||Revogado|RDC 16/2011
Altera a RDC nº. 44 de 26 de outubro de 2010, que dispõe sobre o controle de medicamentos à base de substâncias classificadas como antimicrobianos, de uso sob prescrição médica, isoladas ou em associação e dá outras providências.|Medicamentos||Revogado|RDC 17/2011
Dispõe sobre o controle sanitário de bens e produtos procedentes do exterior destinados à utilização nos 5º Jogos Mundiais Militares do Conselho Internacional do Esporte Militar (CISM) /Rio 2011.|Portos, Aeroportos e Fronteiras||Caduco|RDC 18/2011
Dispõe sobre a inclusão, retificação e exclusão de Denominações Comuns Brasileiras - DCB na Lista de DCB.|Farmacopeia||Revogado|RDC 19/2011
Dispõe sobre o controle de medicamentos à base de substâncias classificadas como antimicrobianos, de uso sob prescrição, isoladas ou em associação.|Temas transversais|Atualização da lista medicamentos à base de substâncias classificadas como antimicrobianos, de uso sob prescrição, sujeitos a controle específico|Vigente com alterações|RDC 20/2011
"FICA PRORROGADO POR MAIS 180 (CENTO E OITENTA) DIAS O PRAZO PARA ADEQUAÇÃO DE QUE TRATAM AS RESOLUÇÕES DE DIRETORIA COLEGIADA Nº 45, DE 03 DE NOVEMBRO DE 2010, QUE DISPÕE SOBRE AOS ADITIVOS ALIMENTARES AUTORIZADOS PARA USO SEGUNDO AS BOAS PRÁTICAS DE FABRICAÇÃO (BPF), E Nº 46 DE 03 DE NOVEMBRO DE 2010, QUE DISPÕE SOBRE LIMITES MÁXIMOS PARA ADITIVOS EXCLUÍDOS DA LISTA DE ""ADITIVOS ALIMENTARES AUTORIZADOS PARA USO SEGUNDO AS BOAS PRÁTICAS DE FABRICAÇÃO (BPF)."|Alimentos|Requisitos sanitários para aditivos alimentares e coadjuvantes de tecnologia|Revogado|RDC 21/2011
Dispõe sobre o regulamento técnico para o funcionamento dos Bancos de Células e Tecidos Germinativos e dá outras providências.|Sangue, Tecidos, Células e Órgãos|Bancos de Células e Tecidos Germinativos (BCTG)|Vigente com alterações|RDC 23/2011
Estabelece a relação de equipamentos médicos e materiais de uso em saúde que não se enquadram na situação de cadastro, permanecendo na obrigatoriedade de registro na ANVISA.|Produtos para a Saúde||Revogado|IN 02/2011
Dispõe sobre o registro de medicamentos específicos.|Medicamentos|Registro e pós Registro de medicamentos específicos|Vigente com alterações|RDC 24/2011
Dispõe sobre os procedimentos gerais para utilização dos serviços de protocolo de documentos no âmbito da Anvisa.|Temas transversais|Procedimentos gerais para utilização dos serviços de protocolos de documentos no âmbito da Anvisa|Vigente com alterações|RDC 25/2011
Dispõe sobre a suspensão do prazo para adequação às regras de rotulagem de medicamentos estabelecidas pela RDC nº 71, de 22 de dezembro de 2009.|Medicamentos|Bula e Rotulagem de Medicamentos|Vigente|RDC 26/2011
Estabelecer a lista, indicada no Anexo desta Instrução Normativa, das normas técnicas cujas prescrições devem ser atendidas para certificação de conformidade, no âmbito do Sistema Brasileiro de Avaliação da Conformidade (SBAC), dos equipamentos sob regime de Vigilância Sanitária, nos termos da Resolução RDC ANVISA nº 27, de 21 de junho  de 2011.|Produtos para a Saúde||Revogado|IN 03/2011
Dispõe sobre os procedimentos para certificação compulsória dos equipamentos sob regime de Vigilância Sanitária.|Produtos para a Saúde|Certificação de equipamentos sob regime de Vigilância Sanitária no âmbito do Sistema Brasileiro de Avaliação de Conformidade (SBAC)|Vigente|RDC 27/2011
Altera dispositivos da Resolução de Diretoria Colegiada – RDC nº 81, de 5 de novembro de 2008, que aprovou o Regulamento Técnico de Bens e Produtos Importados para fins de Vigilância Sanitária.|Portos, Aeroportos e Fronteiras|Controle sanitário na importação de bens e produtos para fins de Vigilância Sanitária|Vigente|RDC 28/2011
Dispõe sobre os requisitos de segurança sanitária para o funcionamento de instituições que prestem serviços de atenção a pessoas com transtornos decorrentes do uso, abuso ou deNão identificado de substâncias psicoativas.|Serviços de Interesse para a Saúde|Requisitos Sanitários para funcionamento de comunidades terapêuticas|Vigente|RDC 29/2011
Substitui a lista de substâncias de ação conservante permitidas para produtos saneantes constante do Anexo da Resolução - RDC n. 35/2008 e revoga a Resolução - RDC n. 58/2009.|Saneantes|Conservantes permitidos para produtos saneantes|Vigente|RDC 30/2011
"Dispõe sobre a indicação de uso dos produtos saneantes na categoria ""Esterilizante"", para aplicação sob a forma de imersão, a indicação de uso de produtos saneantes atualmente categorizados como ""Desinfetante Hospitalar para Artigos Semicríticos"" e dá outras providências."|Saneantes|Regularização de esterilizantes e desinfetantes hospitalares|Vigente|RDC 31/2011
Dispõe sobre os critérios técnicos para a concessão de Autorização de Funcionamento de empresas fabricantes e envasadoras de gases medicinais.|Medicamentos|Boas práticas de armazenamento, distribuição e transporte de gases medicinais|Vigente|RDC 32/2011
Dispõe sobre o Controle e Fiscalização Sanitária do Translado de Restos Mortais Humanos|Portos, Aeroportos e Fronteiras|Controle sanitário na importação de bens e produtos para fins de Vigilância Sanitária|Vigente|RDC 33/2011
Dispõe sobre a extensão de prazo estabelecido pela Resolução da Diretoria Colegiada - RDC nº 360, de 23 de dezembro de 2003, e prorrogado pela Resolução – RDC nº 36, de 19 de junho de 2007 para adequação da rotulagem nutricional das bebidas não-alcóolicas comercializadas em embalagens retornáveis até 1º de março de 2012.|Alimentos|Rotulagem de alimentos|Revogado|RDC 34/2011
Dispõe sobre os procedimentos para protocolo e anuência relacionados às embarcações por meio do Sistema de Informação Concentrador de Dados Portuários do Projeto Porto Sem Papel.|Portos, Aeroportos e Fronteiras|Controle sanitário de portos, aeroportos, fronteiras e recintos alfandegados|Vigente|RDC 35/2011
Dispõe sobre a lista de fármacos candidatos à bioisenção baseada no sistema de classificação biofarmacêutica (SCB) e dá outras providências.|Medicamentos||Revogado|IN 04/2011
Dispõe sobre a atualização do Anexo I, Listas de Substâncias Entorpecentes, Psicotrópicas, Precursoras e Outras sob Controle Especial, da Portaria SVS/MS nº 344, de 12 de maio de 1998 e dá outras providências.|Temas transversais|Substâncias e medicamentos sujeitos a controle especial|Revogado|RDC 36/2011
Dispõe sobre o Guia para isenção e substituição de estudos de biodisponibilidade relativa/bioequivalência e dá outras providências.|Medicamentos|Fármacos candidados à bioisenção.|Vigente|RDC 37/2011
Altera a Resolução - RDC n.º 16 de 12 de abril de 2011, que aprova o Regulamento Técnico MERCOSUL sobre “Lista de substâncias que os produtos de higiene pessoal, cosméticos e perfumes não devem conter exceto nas condições e com as restrições estabelecidas” e dá outras providências.|Cosméticos|Guilhotina|Revogado|RDC 38/2011
Aprova a Farmacopeia Homeopática Brasileira, terceira edição e dá outras providências.|Farmacopeia|Compêndios da Farmacopeia Brasileira|Vigente com alterações|RDC 39/2011
Aprova o uso de ácido tânico e taninos como coadjuvantes de tecnologia na função de agentes de clarificação/ filtração para fabricação de açúcar e bebidas alcoólicas.|Alimentos|Requisitos sanitários para aditivos alimentares e coadjuvantes de tecnologia|Vigente com alterações|RDC 40/2011
Dispõe sobre a proibição de uso de bisfenol A em mamadeiras destinadas a alimentação de lactentes e dá outras providencias.|Alimentos||Revogado|RDC 41/2011
Institui o Grupo de Trabalho para Gestão de Documentos do Sistema Nacional de Vigilância Sanitária – SNVS relativos a inspeções de Boas Práticas de Fabricação para medicamentos, e dá outras providências.|Medicamentos||Revogado|IN 05/2011
Dispõe sobre o regulamento técnico de compostos de nutrientes para alimentos destinados a lactentes e a crianças de primeira infância.|Alimentos|Requisitos sanitários para alimentos para fins especiais|Vigente com alterações|RDC 42/2011
Dispõe sobre o regulamento técnico para fórmulas infantis para lactentes.|Alimentos|Requisitos sanitários para alimentos para fins especiais|Vigente com alterações|RDC 43/2011
Dispõe sobre o regulamento técnico para fórmulas infantis de seguimento para lactentes e crianças de primeira infância.|Alimentos|Requisitos sanitários para alimentos para fins especiais|Vigente com alterações|RDC 44/2011
